payment_id,customer_id,prediction_time,logged_action,logging_probability,logged_recovered,base_policy_intervention,fraud_flag,raw_best_action,selected_action,selected_probability,decision_margin,fallback_used,decision_reason,selected_action_supported,candidate_actions,predicted_retry_payment_probability,retry_payment_support_count,retry_payment_support_ess,retry_payment_supported,predicted_payment_link_probability,payment_link_support_count,payment_link_support_ess,payment_link_supported,predicted_whatsapp_reminder_probability,whatsapp_reminder_support_count,whatsapp_reminder_support_ess,whatsapp_reminder_supported,predicted_escalate_to_merchant_probability,escalate_to_merchant_support_count,escalate_to_merchant_support_ess,escalate_to_merchant_supported
TXN0000166819,C006449,2024-12-04 18:22:43,retry_payment,0.90000000,1,retry_payment,0,payment_link,retry_payment,0.57499349,,True,single_supported_candidate,True,"{""escalate_to_merchant"": {""action_count"": 12, ""effective_sample_size"": 7.36805008, ""probability"": 0.4330065, ""supported"": false}, ""payment_link"": {""action_count"": 25, ""effective_sample_size"": 3.45418296, ""probability"": 0.66547149, ""supported"": false}, ""retry_payment"": {""action_count"": 58, ""effective_sample_size"": 8.97709815, ""probability"": 0.57499349, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 10, ""effective_sample_size"": 3.5296262, ""probability"": 0.65053397, ""supported"": false}}",0.57499349,58,8.97709815,True,0.66547149,25,3.45418296,False,0.65053397,10,3.52962620,False,0.43300650,12,7.36805008,False
TXN0000143198,C004440,2024-12-04 18:24:11,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,whatsapp_reminder,whatsapp_reminder,0.59703851,0.02774209,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 211, ""effective_sample_size"": 29.09046962, ""probability"": 0.44814333, ""supported"": true}, ""payment_link"": {""action_count"": 17, ""effective_sample_size"": 16.07278182, ""probability"": 0.59320164, ""supported"": false}, ""retry_payment"": {""action_count"": 172, ""effective_sample_size"": 27.72056966, ""probability"": 0.56929642, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 66, ""effective_sample_size"": 18.92736169, ""probability"": 0.59703851, ""supported"": true}}",0.56929642,172,27.72056966,True,0.59320164,17,16.07278182,False,0.59703851,66,18.92736169,True,0.44814333,211,29.09046962,True
TXN0000093105,C007145,2024-12-04 18:45:05,payment_link,0.90000000,0,payment_link,0,payment_link,payment_link,0.43815595,0.04199666,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 65, ""effective_sample_size"": 18.84615345, ""probability"": 0.23508711, ""supported"": true}, ""payment_link"": {""action_count"": 218, ""effective_sample_size"": 30.47265689, ""probability"": 0.43815595, ""supported"": true}, ""retry_payment"": {""action_count"": 129, ""effective_sample_size"": 19.07760664, ""probability"": 0.37644255, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 34, ""effective_sample_size"": 21.95535821, ""probability"": 0.39615929, ""supported"": true}}",0.37644255,129,19.07760664,True,0.43815595,218,30.47265689,True,0.39615929,34,21.95535821,True,0.23508711,65,18.84615345,True
TXN0000161913,C001276,2024-12-04 18:51:02,whatsapp_reminder,0.03333333,1,escalate_to_merchant,0,whatsapp_reminder,whatsapp_reminder,0.61613894,0.02900958,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 211, ""effective_sample_size"": 29.09046962, ""probability"": 0.4658311, ""supported"": true}, ""payment_link"": {""action_count"": 17, ""effective_sample_size"": 16.07278182, ""probability"": 0.60834634, ""supported"": false}, ""retry_payment"": {""action_count"": 172, ""effective_sample_size"": 27.72056966, ""probability"": 0.58712935, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 66, ""effective_sample_size"": 18.92736169, ""probability"": 0.61613894, ""supported"": true}}",0.58712935,172,27.72056966,True,0.60834634,17,16.07278182,False,0.61613894,66,18.92736169,True,0.46583110,211,29.09046962,True
TXN0000224033,C006039,2024-12-04 19:08:48,payment_link,0.90000000,1,payment_link,0,whatsapp_reminder,retry_payment,0.57343405,0.00914413,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 65, ""effective_sample_size"": 18.84615345, ""probability"": 0.41124672, ""supported"": true}, ""payment_link"": {""action_count"": 218, ""effective_sample_size"": 30.47265689, ""probability"": 0.6087355, ""supported"": true}, ""retry_payment"": {""action_count"": 129, ""effective_sample_size"": 19.07760664, ""probability"": 0.57343405, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 34, ""effective_sample_size"": 21.95535821, ""probability"": 0.61787963, ""supported"": true}}",0.57343405,129,19.07760664,True,0.60873550,218,30.47265689,True,0.61787963,34,21.95535821,True,0.41124672,65,18.84615345,True
TXN0000247704,C004185,2024-12-04 19:11:13,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,payment_link,payment_link,0.65487969,0.01962692,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 694, ""effective_sample_size"": 97.85794, ""probability"": 0.49894497, ""supported"": true}, ""payment_link"": {""action_count"": 85, ""effective_sample_size"": 37.80492775, ""probability"": 0.65487969, ""supported"": true}, ""retry_payment"": {""action_count"": 359, ""effective_sample_size"": 56.24386377, ""probability"": 0.60395682, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 126, ""effective_sample_size"": 41.91580028, ""probability"": 0.63525277, ""supported"": true}}",0.60395682,359,56.24386377,True,0.65487969,85,37.80492775,True,0.63525277,126,41.91580028,True,0.49894497,694,97.85794000,True
TXN0000215147,C002201,2024-12-04 19:26:18,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,whatsapp_reminder,0.67030835,0.02184576,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 213, ""effective_sample_size"": 29.38877094, ""probability"": 0.47076717, ""supported"": true}, ""payment_link"": {""action_count"": 55, ""effective_sample_size"": 23.54174517, ""probability"": 0.64846259, ""supported"": true}, ""retry_payment"": {""action_count"": 134, ""effective_sample_size"": 25.67475706, ""probability"": 0.63543171, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 69, ""effective_sample_size"": 17.37637634, ""probability"": 0.67030835, ""supported"": true}}",0.63543171,134,25.67475706,True,0.64846259,55,23.54174517,True,0.67030835,69,17.37637634,True,0.47076717,213,29.38877094,True
TXN0000007998,C007265,2024-12-04 19:55:59,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,whatsapp_reminder,retry_payment,0.43619812,0.01264161,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 213, ""effective_sample_size"": 29.38877094, ""probability"": 0.32426795, ""supported"": true}, ""payment_link"": {""action_count"": 55, ""effective_sample_size"": 23.54174517, ""probability"": 0.48798984, ""supported"": true}, ""retry_payment"": {""action_count"": 134, ""effective_sample_size"": 25.67475706, ""probability"": 0.43619812, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 69, ""effective_sample_size"": 17.37637634, ""probability"": 0.50063145, ""supported"": true}}",0.43619812,134,25.67475706,True,0.48798984,55,23.54174517,True,0.50063145,69,17.37637634,True,0.32426795,213,29.38877094,True
TXN0000245604,C007261,2024-12-04 20:02:01,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,retry_payment,0.60681754,0.00021321,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 685, ""effective_sample_size"": 101.1676816, ""probability"": 0.50238156, ""supported"": true}, ""payment_link"": {""action_count"": 55, ""effective_sample_size"": 50.36414754, ""probability"": 0.65010691, ""supported"": true}, ""retry_payment"": {""action_count"": 382, ""effective_sample_size"": 61.49646714, ""probability"": 0.60681754, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 122, ""effective_sample_size"": 42.51287438, ""probability"": 0.65032011, ""supported"": true}}",0.60681754,382,61.49646714,True,0.65010691,55,50.36414754,True,0.65032011,122,42.51287438,True,0.50238156,685,101.16768160,True
TXN0000217956,C003020,2024-12-04 20:31:58,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,whatsapp_reminder,retry_payment,0.62003022,0.00890839,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 512, ""effective_sample_size"": 71.09486331, ""probability"": 0.47714105, ""supported"": true}, ""payment_link"": {""action_count"": 241, ""effective_sample_size"": 49.77543607, ""probability"": 0.65747476, ""supported"": true}, ""retry_payment"": {""action_count"": 362, ""effective_sample_size"": 56.55389812, ""probability"": 0.62003022, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 96, ""effective_sample_size"": 34.06733257, ""probability"": 0.66638315, ""supported"": true}}",0.62003022,362,56.55389812,True,0.65747476,241,49.77543607,True,0.66638315,96,34.06733257,True,0.47714105,512,71.09486331,True
TXN0000043516,C003129,2024-12-04 21:14:29,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,whatsapp_reminder,whatsapp_reminder,0.62507010,0.05772501,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 211, ""effective_sample_size"": 29.09046962, ""probability"": 0.42950365, ""supported"": true}, ""payment_link"": {""action_count"": 17, ""effective_sample_size"": 16.07278182, ""probability"": 0.5965355, ""supported"": false}, ""retry_payment"": {""action_count"": 172, ""effective_sample_size"": 27.72056966, ""probability"": 0.56734508, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 66, ""effective_sample_size"": 18.92736169, ""probability"": 0.6250701, ""supported"": true}}",0.56734508,172,27.72056966,True,0.59653550,17,16.07278182,False,0.62507010,66,18.92736169,True,0.42950365,211,29.09046962,True
TXN0000040217,C000787,2024-12-04 22:26:03,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,retry_payment,0.66693920,0.01637697,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 237, ""effective_sample_size"": 33.53941007, ""probability"": 0.54034334, ""supported"": true}, ""payment_link"": {""action_count"": 9, ""effective_sample_size"": 9.0, ""probability"": 0.65744108, ""supported"": false}, ""retry_payment"": {""action_count"": 126, ""effective_sample_size"": 18.74890631, ""probability"": 0.6669392, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 73, ""effective_sample_size"": 15.08078281, ""probability"": 0.68331617, ""supported"": true}}",0.66693920,126,18.74890631,True,0.65744108,9,9.00000000,False,0.68331617,73,15.08078281,True,0.54034334,237,33.53941007,True
TXN0000048793,C005959,2024-12-04 22:49:46,whatsapp_reminder,0.03333333,1,payment_link,0,payment_link,payment_link,0.66881603,0.02317590,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 512, ""effective_sample_size"": 71.09486331, ""probability"": 0.46718788, ""supported"": true}, ""payment_link"": {""action_count"": 241, ""effective_sample_size"": 49.77543607, ""probability"": 0.66881603, ""supported"": true}, ""retry_payment"": {""action_count"": 362, ""effective_sample_size"": 56.55389812, ""probability"": 0.61484283, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 96, ""effective_sample_size"": 34.06733257, ""probability"": 0.64564013, ""supported"": true}}",0.61484283,362,56.55389812,True,0.66881603,241,49.77543607,True,0.64564013,96,34.06733257,True,0.46718788,512,71.09486331,True
TXN0000120910,C007582,2024-12-04 23:21:37,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,retry_payment,0.75245965,,True,single_supported_candidate,True,"{""escalate_to_merchant"": {""action_count"": 12, ""effective_sample_size"": 7.36805008, ""probability"": 0.60556829, ""supported"": false}, ""payment_link"": {""action_count"": 25, ""effective_sample_size"": 3.45418296, ""probability"": 0.8005119, ""supported"": false}, ""retry_payment"": {""action_count"": 58, ""effective_sample_size"": 8.97709815, ""probability"": 0.75245965, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 10, ""effective_sample_size"": 3.5296262, ""probability"": 0.80665416, ""supported"": false}}",0.75245965,58,8.97709815,True,0.80051190,25,3.45418296,False,0.80665416,10,3.52962620,False,0.60556829,12,7.36805008,False
TXN0000002448,C007707,2024-12-05 00:17:45,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,whatsapp_reminder,0.65342879,0.07492095,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 211, ""effective_sample_size"": 29.09046962, ""probability"": 0.43958566, ""supported"": true}, ""payment_link"": {""action_count"": 17, ""effective_sample_size"": 16.07278182, ""probability"": 0.62518722, ""supported"": false}, ""retry_payment"": {""action_count"": 172, ""effective_sample_size"": 27.72056966, ""probability"": 0.57850784, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 66, ""effective_sample_size"": 18.92736169, ""probability"": 0.65342879, ""supported"": true}}",0.57850784,172,27.72056966,True,0.62518722,17,16.07278182,False,0.65342879,66,18.92736169,True,0.43958566,211,29.09046962,True
TXN0000081930,C007284,2024-12-05 02:46:05,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,retry_payment,0.63966715,0.01596659,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 685, ""effective_sample_size"": 101.1676816, ""probability"": 0.50650489, ""supported"": true}, ""payment_link"": {""action_count"": 55, ""effective_sample_size"": 50.36414754, ""probability"": 0.65965003, ""supported"": true}, ""retry_payment"": {""action_count"": 382, ""effective_sample_size"": 61.49646714, ""probability"": 0.63966715, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 122, ""effective_sample_size"": 42.51287438, ""probability"": 0.67561662, ""supported"": true}}",0.63966715,382,61.49646714,True,0.65965003,55,50.36414754,True,0.67561662,122,42.51287438,True,0.50650489,685,101.16768160,True
TXN0000106514,C006492,2024-12-05 06:07:48,retry_payment,0.90000000,1,retry_payment,0,payment_link,payment_link,0.69791377,0.02306885,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 65, ""effective_sample_size"": 18.84615345, ""probability"": 0.4947685, ""supported"": true}, ""payment_link"": {""action_count"": 218, ""effective_sample_size"": 30.47265689, ""probability"": 0.69791377, ""supported"": true}, ""retry_payment"": {""action_count"": 129, ""effective_sample_size"": 19.07760664, ""probability"": 0.67484492, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 34, ""effective_sample_size"": 21.95535821, ""probability"": 0.65580666, ""supported"": true}}",0.67484492,129,19.07760664,True,0.69791377,218,30.47265689,True,0.65580666,34,21.95535821,True,0.49476850,65,18.84615345,True
TXN0000103995,C004129,2024-12-05 06:08:22,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,escalate_to_merchant,0.49309620,,True,no_supported_candidate_safety_fallback,False,"{""escalate_to_merchant"": {""action_count"": 3, ""effective_sample_size"": 2.0733379, ""probability"": 0.4930962, ""supported"": false}, ""payment_link"": {""action_count"": 0, ""effective_sample_size"": 0.0, ""probability"": 0.70059049, ""supported"": false}, ""retry_payment"": {""action_count"": 6, ""effective_sample_size"": 6.0, ""probability"": 0.65598965, ""supported"": false}, ""whatsapp_reminder"": {""action_count"": 6, ""effective_sample_size"": 6.0, ""probability"": 0.70465511, ""supported"": false}}",0.65598965,6,6.00000000,False,0.70059049,0,0.00000000,False,0.70465511,6,6.00000000,False,0.49309620,3,2.07333790,False
TXN0000237580,C008822,2024-12-05 06:37:29,retry_payment,0.90000000,0,retry_payment,0,payment_link,retry_payment,0.67742479,0.00206137,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 512, ""effective_sample_size"": 71.09486331, ""probability"": 0.52994072, ""supported"": true}, ""payment_link"": {""action_count"": 241, ""effective_sample_size"": 49.77543607, ""probability"": 0.69894892, ""supported"": true}, ""retry_payment"": {""action_count"": 362, ""effective_sample_size"": 56.55389812, ""probability"": 0.67742479, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 96, ""effective_sample_size"": 34.06733257, ""probability"": 0.69688755, ""supported"": true}}",0.67742479,362,56.55389812,True,0.69894892,241,49.77543607,True,0.69688755,96,34.06733257,True,0.52994072,512,71.09486331,True
TXN0000173032,C004355,2024-12-05 07:29:07,retry_payment,0.90000000,1,retry_payment,0,payment_link,whatsapp_reminder,0.68150085,0.02321893,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 211, ""effective_sample_size"": 29.09046962, ""probability"": 0.53549933, ""supported"": true}, ""payment_link"": {""action_count"": 17, ""effective_sample_size"": 16.07278182, ""probability"": 0.71079165, ""supported"": false}, ""retry_payment"": {""action_count"": 172, ""effective_sample_size"": 27.72056966, ""probability"": 0.65828192, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 66, ""effective_sample_size"": 18.92736169, ""probability"": 0.68150085, ""supported"": true}}",0.65828192,172,27.72056966,True,0.71079165,17,16.07278182,False,0.68150085,66,18.92736169,True,0.53549933,211,29.09046962,True
TXN0000082394,C006173,2024-12-05 08:37:09,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,payment_link,retry_payment,0.61408186,,True,single_supported_candidate,True,"{""escalate_to_merchant"": {""action_count"": 8, ""effective_sample_size"": 8.0, ""probability"": 0.52425998, ""supported"": false}, ""payment_link"": {""action_count"": 3, ""effective_sample_size"": 3.0, ""probability"": 0.68857437, ""supported"": false}, ""retry_payment"": {""action_count"": 58, ""effective_sample_size"": 8.97709815, ""probability"": 0.61408186, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 24, ""effective_sample_size"": 3.90270249, ""probability"": 0.67493749, ""supported"": false}}",0.61408186,58,8.97709815,True,0.68857437,3,3.00000000,False,0.67493749,24,3.90270249,False,0.52425998,8,8.00000000,False
TXN0000100921,C006619,2024-12-05 08:46:43,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,retry_payment,0.61203271,0.01319569,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 237, ""effective_sample_size"": 33.53941007, ""probability"": 0.46301901, ""supported"": true}, ""payment_link"": {""action_count"": 9, ""effective_sample_size"": 9.0, ""probability"": 0.58715791, ""supported"": false}, ""retry_payment"": {""action_count"": 126, ""effective_sample_size"": 18.74890631, ""probability"": 0.61203271, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 73, ""effective_sample_size"": 15.08078281, ""probability"": 0.6252284, ""supported"": true}}",0.61203271,126,18.74890631,True,0.58715791,9,9.00000000,False,0.62522840,73,15.08078281,True,0.46301901,237,33.53941007,True
TXN0000248795,C004508,2024-12-05 09:21:51,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,payment_link,retry_payment,0.52481443,,True,single_supported_candidate,True,"{""escalate_to_merchant"": {""action_count"": 8, ""effective_sample_size"": 8.0, ""probability"": 0.40958631, ""supported"": false}, ""payment_link"": {""action_count"": 3, ""effective_sample_size"": 3.0, ""probability"": 0.55095822, ""supported"": false}, ""retry_payment"": {""action_count"": 58, ""effective_sample_size"": 8.97709815, ""probability"": 0.52481443, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 24, ""effective_sample_size"": 3.90270249, ""probability"": 0.52846849, ""supported"": false}}",0.52481443,58,8.97709815,True,0.55095822,3,3.00000000,False,0.52846849,24,3.90270249,False,0.40958631,8,8.00000000,False
TXN0000047270,C006155,2024-12-05 10:06:14,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,retry_payment,0.75436723,0.00413966,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 694, ""effective_sample_size"": 97.85794, ""probability"": 0.6460076, ""supported"": true}, ""payment_link"": {""action_count"": 85, ""effective_sample_size"": 37.80492775, ""probability"": 0.79814488, ""supported"": true}, ""retry_payment"": {""action_count"": 359, ""effective_sample_size"": 56.24386377, ""probability"": 0.75436723, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 126, ""effective_sample_size"": 41.91580028, ""probability"": 0.80228454, ""supported"": true}}",0.75436723,359,56.24386377,True,0.79814488,85,37.80492775,True,0.80228454,126,41.91580028,True,0.64600760,694,97.85794000,True
TXN0000199914,C008389,2024-12-05 10:35:34,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,whatsapp_reminder,0.70590299,0.01938599,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 211, ""effective_sample_size"": 29.09046962, ""probability"": 0.55097377, ""supported"": true}, ""payment_link"": {""action_count"": 17, ""effective_sample_size"": 16.07278182, ""probability"": 0.70176178, ""supported"": false}, ""retry_payment"": {""action_count"": 172, ""effective_sample_size"": 27.72056966, ""probability"": 0.686517, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 66, ""effective_sample_size"": 18.92736169, ""probability"": 0.70590299, ""supported"": true}}",0.68651700,172,27.72056966,True,0.70176178,17,16.07278182,False,0.70590299,66,18.92736169,True,0.55097377,211,29.09046962,True
TXN0000011904,C006018,2024-12-05 10:42:39,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,whatsapp_reminder,retry_payment,0.61330986,0.00276530,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 237, ""effective_sample_size"": 33.53941007, ""probability"": 0.45666692, ""supported"": true}, ""payment_link"": {""action_count"": 9, ""effective_sample_size"": 9.0, ""probability"": 0.59851664, ""supported"": false}, ""retry_payment"": {""action_count"": 126, ""effective_sample_size"": 18.74890631, ""probability"": 0.61330986, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 73, ""effective_sample_size"": 15.08078281, ""probability"": 0.61607516, ""supported"": true}}",0.61330986,126,18.74890631,True,0.59851664,9,9.00000000,False,0.61607516,73,15.08078281,True,0.45666692,237,33.53941007,True
TXN0000035473,C006188,2024-12-05 12:09:53,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,retry_payment,0.60741699,0.00076687,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 685, ""effective_sample_size"": 101.1676816, ""probability"": 0.50570554, ""supported"": true}, ""payment_link"": {""action_count"": 55, ""effective_sample_size"": 50.36414754, ""probability"": 0.65490484, ""supported"": true}, ""retry_payment"": {""action_count"": 382, ""effective_sample_size"": 61.49646714, ""probability"": 0.60741699, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 122, ""effective_sample_size"": 42.51287438, ""probability"": 0.65413797, ""supported"": true}}",0.60741699,382,61.49646714,True,0.65490484,55,50.36414754,True,0.65413797,122,42.51287438,True,0.50570554,685,101.16768160,True
TXN0000096967,C000684,2024-12-05 12:43:32,payment_link,0.03333333,0,escalate_to_merchant,0,payment_link,payment_link,0.66928488,0.01886445,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 694, ""effective_sample_size"": 97.85794, ""probability"": 0.53793317, ""supported"": true}, ""payment_link"": {""action_count"": 85, ""effective_sample_size"": 37.80492775, ""probability"": 0.66928488, ""supported"": true}, ""retry_payment"": {""action_count"": 359, ""effective_sample_size"": 56.24386377, ""probability"": 0.627267, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 126, ""effective_sample_size"": 41.91580028, ""probability"": 0.65042043, ""supported"": true}}",0.62726700,359,56.24386377,True,0.66928488,85,37.80492775,True,0.65042043,126,41.91580028,True,0.53793317,694,97.85794000,True
TXN0000087347,C003486,2024-12-05 13:42:27,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,payment_link,payment_link,0.68902582,0.04925025,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 694, ""effective_sample_size"": 97.85794, ""probability"": 0.46332231, ""supported"": true}, ""payment_link"": {""action_count"": 85, ""effective_sample_size"": 37.80492775, ""probability"": 0.68902582, ""supported"": true}, ""retry_payment"": {""action_count"": 359, ""effective_sample_size"": 56.24386377, ""probability"": 0.60958201, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 126, ""effective_sample_size"": 41.91580028, ""probability"": 0.63977557, ""supported"": true}}",0.60958201,359,56.24386377,True,0.68902582,85,37.80492775,True,0.63977557,126,41.91580028,True,0.46332231,694,97.85794000,True
TXN0000071479,C003059,2024-12-05 13:55:48,retry_payment,0.03333333,0,escalate_to_merchant,0,whatsapp_reminder,retry_payment,0.53790635,,True,single_supported_candidate,True,"{""escalate_to_merchant"": {""action_count"": 8, ""effective_sample_size"": 8.0, ""probability"": 0.43931282, ""supported"": false}, ""payment_link"": {""action_count"": 3, ""effective_sample_size"": 3.0, ""probability"": 0.59093785, ""supported"": false}, ""retry_payment"": {""action_count"": 58, ""effective_sample_size"": 8.97709815, ""probability"": 0.53790635, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 24, ""effective_sample_size"": 3.90270249, ""probability"": 0.59269649, ""supported"": false}}",0.53790635,58,8.97709815,True,0.59093785,3,3.00000000,False,0.59269649,24,3.90270249,False,0.43931282,8,8.00000000,False
TXN0000067529,C001378,2024-12-05 14:42:45,escalate_to_merchant,0.03333333,1,retry_payment,0,whatsapp_reminder,escalate_to_merchant,0.51704544,,True,no_supported_candidate_safety_fallback,False,"{""escalate_to_merchant"": {""action_count"": 11, ""effective_sample_size"": 2.7055214, ""probability"": 0.51704544, ""supported"": false}, ""payment_link"": {""action_count"": 8, ""effective_sample_size"": 4.29589038, ""probability"": 0.64195877, ""supported"": false}, ""retry_payment"": {""action_count"": 49, ""effective_sample_size"": 7.2393814, ""probability"": 0.60680997, ""supported"": false}, ""whatsapp_reminder"": {""action_count"": 23, ""effective_sample_size"": 3.80324523, ""probability"": 0.67034632, ""supported"": false}}",0.60680997,49,7.23938140,False,0.64195877,8,4.29589038,False,0.67034632,23,3.80324523,False,0.51704544,11,2.70552140,False
TXN0000072009,C009912,2024-12-05 16:09:35,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,retry_payment,0.60903168,0.01254457,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 196, ""effective_sample_size"": 56.61961283, ""probability"": 0.4505994, ""supported"": true}, ""payment_link"": {""action_count"": 625, ""effective_sample_size"": 91.91881191, ""probability"": 0.62259638, ""supported"": true}, ""retry_payment"": {""action_count"": 387, ""effective_sample_size"": 66.60326136, ""probability"": 0.60903168, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 50, ""effective_sample_size"": 36.09870729, ""probability"": 0.63514096, ""supported"": true}}",0.60903168,387,66.60326136,True,0.62259638,625,91.91881191,True,0.63514096,50,36.09870729,True,0.45059940,196,56.61961283,True
TXN0000072439,C000256,2024-12-05 16:15:54,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,whatsapp_reminder,whatsapp_reminder,0.63702089,0.01724005,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 213, ""effective_sample_size"": 29.38877094, ""probability"": 0.49776968, ""supported"": true}, ""payment_link"": {""action_count"": 55, ""effective_sample_size"": 23.54174517, ""probability"": 0.61978084, ""supported"": true}, ""retry_payment"": {""action_count"": 134, ""effective_sample_size"": 25.67475706, ""probability"": 0.61294043, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 69, ""effective_sample_size"": 17.37637634, ""probability"": 0.63702089, ""supported"": true}}",0.61294043,134,25.67475706,True,0.61978084,55,23.54174517,True,0.63702089,69,17.37637634,True,0.49776968,213,29.38877094,True
TXN0000159969,C003833,2024-12-05 17:20:16,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,escalate_to_merchant,0.47603896,,True,no_supported_candidate_safety_fallback,False,"{""escalate_to_merchant"": {""action_count"": 11, ""effective_sample_size"": 2.7055214, ""probability"": 0.47603896, ""supported"": false}, ""payment_link"": {""action_count"": 8, ""effective_sample_size"": 4.29589038, ""probability"": 0.63311738, ""supported"": false}, ""retry_payment"": {""action_count"": 49, ""effective_sample_size"": 7.2393814, ""probability"": 0.59964782, ""supported"": false}, ""whatsapp_reminder"": {""action_count"": 23, ""effective_sample_size"": 3.80324523, ""probability"": 0.63643551, ""supported"": false}}",0.59964782,49,7.23938140,False,0.63311738,8,4.29589038,False,0.63643551,23,3.80324523,False,0.47603896,11,2.70552140,False
